content_source,id,likes,reach,saved,views,shares,follows,comments,replies,profile_visits,total_interactions
story,17988521276744655,,0,,848,0,,,0,0,
story,17989085117942192,,6901,,8082,1,0,,1,15,2
story,17989349222746861,,10578,,12593,6,1,,0,5,6
story,17989617095935541,,11888,,14594,3,0,,0,4,3
story,17989724612777782,,2288,,2794,0,0,,0,3,0
story,17989785374885919,,7701,,12145,7,0,,0,1,7
story,17990358170834144,,6736,,8561,1,0,,1,5,2
story,17990378312937209,,4097,,6001,10,0,,0,6,10
story,17990557916771961,,2085,,2646,0,0,,0,4,0
story,17991210722669965,,5759,,7012,0,0,,0,22,0
story,17991446201870660,,19739,,27360,1,0,,0,11,1
story,17991485753779450,,1815,,2356,0,0,,1,0,1
story,17991674561731520,,15721,,17785,2,0,,0,14,2
story,17992282496913590,,8353,,10475,3,0,,0,19,3
story,17992299671914094,,8690,,11104,3,0,,7,29,10
story,17992721045763470,,7504,,8395,0,0,,0,5,0
story,17993020955899722,,12438,,16067,0,0,,0,8,0
story,17993208194892677,,24431,,29517,0,0,,0,27,0
story,17994064991681535,,3487,,4210,1,0,,0,4,1
story,17994183869873879,,14131,,16406,0,1,,0,43,0
story,17994305333870737,,1974,,2429,1,0,,0,2,1
story,17994370178643449,,1131,,,9,0,,1,3,17
story,17994452567764856,,2199,,2680,3,0,,3,3,6
story,17994889886904881,,14686,,19349,5,0,,0,10,5
story,17995295813842474,,26884,,36757,10,0,,0,15,10
story,17996176265803930,,3732,,4309,0,0,,0,0,0
story,17996614583895114,,5249,,6728,5,0,,0,3,5
story,17996651291868488,,879,,1099,0,0,,0,0,0
story,17996817971848192,,12510,,15962,5,0,,3,18,8
story,17996857136916693,,2294,,0,0,0,,1,7,1
story,17996925491734281,,14415,,16818,2,1,,1,20,3
story,17996970395813123,,1923,,2163,0,0,,1,1,1
story,17997092339914619,,6902,,8331,3,0,,2,0,5
story,17997257960854114,,11436,,13130,0,0,,0,2,0
story,17997406661895201,,1117,,1328,0,0,,0,0,0
story,17997837587891071,,17021,,21929,2,0,,0,1,2
story,17997896096770265,,1472,,,0,0,,0,3,6
story,17997919589847742,,15383,,20059,7,0,,0,4,7
story,17997965738830420,,1695,,2201,0,0,,0,0,0
story,17998425962884121,,9929,,11850,0,0,,1,9,1
story,17998503485917183,,3324,,4851,4,0,,0,12,4
story,17998511546902690,,2455,,3571,1,0,,0,0,1
story,17998654544874976,,1400,,1798,0,0,,3,3,3
story,17998902275699169,,13716,,16386,0,0,,0,7,0
story,17999260445858593,,1514,,1840,0,1,,0,4,0
story,17999329634698877,,11755,,13678,0,0,,0,17,0
story,17999388707890536,,4514,,5432,0,0,,0,5,0
story,17999554535816920,,6436,,8858,1,0,,0,2,1
story,17999582774878339,,12562,,17939,2,0,,0,8,2
story,17999716325890513,,14690,,16742,3,0,,0,14,3
story,17999868398847613,,5607,,7858,7,0,,0,10,7
story,18000013904853970,,840,,986,0,0,,1,0,1
story,18000033812604738,,1183,,,0,0,,0,0,5
story,18000093413906416,,5963,,7297,0,0,,0,1,0
story,18000336437693173,,9744,,11500,9,0,,0,3,9
story,18000354965912631,,5295,,7014,11,0,,0,5,11
story,18000383069853264,,861,,1584,0,0,,0,0,0
story,18000428948835750,,1073,,1316,0,0,,0,3,0
story,18000448463892611,,5448,,6461,3,0,,0,6,3
story,18000514388851461,,7664,,9229,2,0,,0,1,2
story,18000653621795030,,5956,,7366,0,0,,0,17,0
story,18000734075731290,,10895,,13219,4,0,,1,2,5
story,18001293785849967,,16007,,20998,11,0,,0,16,11
story,18001431077832348,,12909,,16183,4,0,,0,7,4
story,18001900745765344,,6641,,,0,0,,2,9,20
story,18002106539769917,,964,,,0,0,,0,1,8
story,18002236064887382,,11945,,14373,4,0,,0,3,4
story,18002267669687972,,10156,,11956,1,0,,0,15,1
story,18002435342698330,,1143,,1392,0,0,,0,1,0
story,18003336569784037,,1058,,,0,0,,0,0,15
story,18004441844682204,,11523,,13960,0,0,,0,8,0
story,18005732252854857,,1013,,1222,0,0,,0,1,0
story,18005913395888238,,9019,,10909,15,1,,2,17,17
story,18005937602666357,,16507,,20073,9,1,,0,25,9
story,18006043118831281,,3555,,4616,1,0,,0,3,1
story,18006184292832455,,11158,,13410,2,0,,0,3,2
story,18006201671852456,,6019,,7065,3,0,,1,8,4
story,18007169960551956,,1578,,,0,0,,0,1,8
story,18007370843726964,,3231,,,0,0,,1,6,11
story,18007521299829861,,7324,,8737,3,0,,0,4,3
story,18007743806790443,,5381,,6747,1,0,,2,7,3
story,18008090570667285,,43640,,55692,23,0,,0,70,23
story,18008221718559488,,1915,,,0,0,,0,4,13
story,18008259719654850,,15566,,18548,1,0,,0,3,1
story,18008769857726144,,4980,,,0,0,,0,1,12
story,18009103454811998,,16959,,20008,7,1,,1,19,8
story,18009194246598554,,9411,,11971,0,0,,0,0,0
story,18010126022726562,,169,,,0,0,,0,2,5
story,18010335167768441,,2199,,2372,0,0,,0,7,0
story,18010460333746517,,2609,,,0,0,,0,3,24
story,18010948892547266,,1068,,,0,0,,0,1,15
story,18011669417832580,,521,,594,0,0,,0,0,0
story,18011974214732872,,982,,,0,0,,0,0,5
story,18012103631646668,,12355,,16864,2,1,,1,8,3
story,18012248771711021,,2077,,,0,0,,0,0,8
story,18012482447803053,,10036,,11692,0,0,,1,16,1
story,18012675212549870,,1775,,,0,0,,0,3,12
story,18012717617652497,,15504,,18251,4,0,,0,21,4
story,18012830801771447,,2353,,2473,0,0,,1,14,1
story,18013226792549651,,3589,,,0,0,,0,5,19
story,18013506407821431,,12745,,16549,5,0,,0,7,5
story,18013869857774619,,9309,,12429,0,0,,0,8,0
story,18014118041577614,,2071,,2329,0,0,,0,8,0
story,18014182991715697,,1312,,,0,0,,0,1,7
story,18014205923592576,,2902,,3962,0,0,,0,7,0
story,18014238998724136,,2880,,,0,0,,4,13,28
story,18014458565782600,,2784,,3217,9,0,,0,8,9
story,18014645333657355,,12524,,16798,5,1,,0,28,5
story,18014859194817968,,11225,,14472,8,0,,1,5,9
story,18014867105717524,,1369,,,1,0,,1,3,15
story,18014932922546416,,4114,,,0,0,,0,16,4
story,18015050723798448,,17718,,20027,6,0,,1,8,7
story,18015229544572587,,907,,1031,0,0,,0,1,0
story,18015270503641602,,13361,,18286,14,0,,0,10,14
story,18015987734557856,,8210,,9676,4,0,,2,14,6
story,18016380257818344,,9336,,11201,1,0,,1,8,2
story,18016612076724583,,7645,,8437,0,0,,1,10,1
story,18016674341645724,,13439,,14848,2,0,,1,5,3
story,18016789919739197,,696,,775,0,0,,0,2,0
story,18017157539803197,,3216,,4493,0,0,,0,5,0
story,18017265536836770,,12595,,14603,0,0,,0,4,0
story,18017353088744383,,8197,,10486,1,0,,1,17,2
story,18017455517809838,,12046,,14901,2,0,,0,10,2
story,18017599043753617,,0,,1025,0,,,0,0,
story,18018303902752724,,,,,,,,,,
story,18019151102516981,,1355,,,0,0,,0,0,20
story,18019579424814919,,904,,1266,3,0,,0,1,3
story,18019708988815002,,1820,,2313,0,0,,2,6,2
story,18021571616487112,,7854,,,0,0,,0,18,4
story,18022009823661709,,1241,,,0,0,,0,3,11
story,18022093136798580,,10832,,12729,1,0,,0,22,1
story,18022314431583750,,330,,421,0,0,,0,0,0
story,18022491026664567,,1835,,,1,0,,0,3,8
story,18022638452705046,,877,,,0,0,,0,1,3
story,18022886555558544,,3642,,4646,0,0,,1,1,1
story,18022963403790845,,10875,,12531,4,0,,1,1,5
story,18023249936618578,,7226,,8188,0,1,,0,40,0
story,18023359427606165,,3654,,4941,0,0,,0,5,0
story,18023887580557764,,3834,,5297,0,1,,2,5,2
story,18023986583742508,,1606,,1974,0,0,,1,5,1
story,18024364766470773,,3618,,,1,1,,2,4,59
story,18024436670534142,,6673,,9276,0,0,,2,2,2
story,18024829979592225,,8371,,9656,6,0,,1,10,7
story,18024981617417139,,1524,,,0,0,,0,0,11
story,18025018451421304,,1737,,,1,0,,0,2,12
story,18025030502429951,,1119,,,0,0,,0,2,4
story,18025085282436631,,2219,,,0,0,,0,1,6
story,18025535387600927,,26766,,29680,0,1,,1,47,1
story,18025666883593800,,11571,,13837,2,0,,4,6,6
story,18026036264427895,,1688,,,0,0,,0,3,10
story,18026166656752791,,1211,,1454,0,0,,0,0,0
story,18026184551538833,,4626,,6372,1,0,,2,1,3
story,18027190595492636,,2977,,3156,0,0,,1,13,1
story,18027231809475204,,1799,,,0,0,,0,2,21
story,18027534200784796,,8527,,10496,0,0,,0,19,0
story,18027539657436634,,5578,,,2,0,,4,12,15
story,18027725462395427,,2454,,,1,0,,0,2,17
story,18027833258428436,,,,,,,,,,
story,18027951431781328,,7207,,9340,2,0,,1,21,3
story,18028805258723791,,3304,,4607,0,0,,0,3,0
story,18028819592609155,,921,,0,0,0,,0,1,0
story,18029005025762270,,9111,,11103,3,0,,0,5,3
story,18029060318795721,,3618,,4420,1,0,,1,2,2
story,18029120666760180,,2199,,2728,0,0,,1,10,1
story,18029404082666040,,776,,,0,0,,0,1,8
story,18029814455453473,,721,,,0,0,,0,1,14
story,18029864450396723,,1001,,,0,0,,0,3,11
story,18029874719717472,,476,,740,0,0,,1,1,1
story,18030226649783450,,10308,,12876,0,1,,0,22,0
story,18030692144346619,,1366,,,0,0,,0,2,9
story,18031008608750911,,4904,,7003,12,0,,8,15,20
story,18031032236720086,,2243,,3178,2,0,,1,5,3
story,18031386077546115,,11268,,14083,3,0,,1,8,4
story,18031421783724241,,2634,,3360,0,1,,0,0,0
story,18031704896792640,,6491,,7918,0,0,,0,4,0
story,18031787111395302,,1288,,,0,0,,0,0,7
story,18031930049754359,,20000,,24406,1,1,,0,42,1
story,18031974563567381,,6255,,7326,0,0,,0,6,0
story,18032005763753911,,17582,,22803,0,0,,1,6,1
story,18032532971479239,,938,,1025,0,0,,1,3,1
story,18032905124597625,,10279,,13422,4,0,,0,4,4
story,18032950061546252,,12319,,16995,11,0,,0,18,11
story,18032999912364438,,766,,,0,0,,0,1,4
story,18033148430313552,,1066,,,0,0,,0,1,4
story,18033166127416279,,2414,,2578,1,0,,1,5,2
story,18033290501558618,,2158,,,0,0,,0,0,6
story,18033361091693787,,9779,,11387,0,0,,0,4,0
story,18033494720650725,,1836,,,0,0,,0,3,11
story,18033621470424489,,8186,,8742,11,0,,1,79,12
story,18033654812351319,,979,,,0,0,,1,1,7
story,18033686063441247,,1224,,1329,0,0,,0,1,0
story,18034133975721580,,20025,,23353,17,0,,1,14,18
story,18034170044574802,,3672,,4965,1,0,,0,5,1
story,18034246535746036,,8881,,10293,2,0,,0,1,2
story,18034475870572158,,11319,,13485,0,0,,1,15,1
story,18034521026453748,,1967,,2170,2,0,,0,5,2
story,18034749350528051,,17255,,21048,0,0,,0,11,0
story,18034802372355823,,1653,,,0,0,,1,4,15
story,18035009816758478,,15445,,21695,29,0,,1,9,30
story,18035124374477545,,,,,,,,,,
story,18035138462433259,,2612,,2933,0,0,,0,16,0
story,18035347271786785,,14724,,18366,5,0,,0,7,5
story,18035469098411090,,7277,,8692,0,0,,1,3,1
story,18035670662709552,,2068,,2514,1,0,,0,0,1
story,18035700188772395,,12145,,13828,0,0,,0,16,0
story,18035816597790446,,2880,,3475,3,0,,1,3,4
story,18036194594621242,,8394,,,0,0,,0,0,8
story,18036238700510302,,7130,,8788,0,0,,0,20,0
story,18036251930553770,,1578,,,0,0,,0,0,8
story,18036377435271644,,1518,,,0,0,,0,3,8
story,18036456914558484,,1558,,,0,0,,0,0,5
story,18036678137753307,,23621,,28471,2,1,,2,32,4
story,18036776192384989,,2634,,3108,0,0,,0,7,0
story,18036782093578696,,7298,,8454,0,0,,0,3,0
story,18036839813282978,,6486,,,0,0,,0,6,18
story,18036907442335445,,1718,,,1,0,,0,2,16
story,18036935645753146,,11471,,14077,24,0,,0,8,24
story,18037134257529525,,4597,,5964,0,0,,0,2,0
story,18037156832546817,,13034,,18076,2,0,,0,3,2
story,18037218992232977,,2167,,,7,0,,2,5,18
story,18037374002370380,,2184,,2345,0,0,,1,6,1
story,18037580747752688,,3140,,4089,2,0,,0,9,2
story,18037593155333343,,4664,,,0,0,,1,2,39
story,18037962182377883,,2270,,2457,0,0,,1,0,1
story,18037999217692889,,17567,,27352,0,0,,1,13,1
story,18038182301573208,,9726,,10984,2,0,,0,6,2
story,18038357171420973,,5850,,7738,1,0,,0,12,1
story,18038468165405668,,1554,,1995,0,0,,0,1,0
story,18038702888563093,,12011,,15277,0,0,,0,13,0
story,18038743403642689,,2474,,,0,0,,0,4,12
story,18038776994216356,,1655,,,0,0,,1,1,10
story,18038784020781338,,11845,,14171,2,0,,1,13,3
story,18038876546717693,,9830,,11431,3,0,,2,3,5
story,18038958749610520,,1435,,,0,0,,0,1,4
story,18038996213576521,,2616,,,0,0,,0,1,5
story,18039040574770774,,6297,,7958,4,0,,0,1,4
story,18039094406464239,,977,,1206,0,0,,0,1,0
story,18039104471718769,,1872,,2138,0,0,,0,9,0
story,18039215858572244,,2319,,,0,0,,0,0,12
story,18039237536665621,,5367,,6371,0,0,,0,5,0
story,18039242033593913,,2468,,,1,0,,0,4,19
story,18039262568675087,,5512,,6649,0,0,,1,13,1
story,18039346985543663,,9179,,10887,1,0,,0,20,1
story,18039400628534665,,17328,,22586,43,1,,3,42,46
story,18039605660554642,,995,,,0,0,,0,0,4
story,18039885398432732,,1370,,2003,0,0,,0,0,0
story,18039978725299918,,2681,,,0,0,,0,1,17
story,18040094561731750,,1779,,2499,0,0,,0,0,0
story,18040154402441628,,4157,,5404,0,0,,0,0,0
story,18040221491542140,,1251,,1473,0,0,,0,1,0
story,18040340963412867,,105,,,0,0,,0,0,4
story,18040349183711592,,18901,,21249,2,0,,0,3,2
story,18040349987704176,,1157,,1351,0,0,,0,1,0
story,18040396610681117,,2648,,3265,0,0,,0,10,0
story,18040526063446205,,1977,,2559,0,0,,1,2,1
story,18040527776214193,,2066,,,0,0,,0,3,27
story,18040728008705088,,1890,,2272,0,0,,0,1,0
story,18040863410305878,,3062,,,1,0,,0,2,1
story,18040996076292526,,2052,,,0,0,,0,6,4
story,18041029988580346,,5575,,,0,0,,1,0,21
story,18041212856269497,,9466,,,13,0,,1,3,41
story,18041403878528672,,1995,,,0,0,,0,2,8
story,18041406527322107,,3153,,3337,0,0,,1,8,1
story,18041470652285780,,1150,,,0,0,,0,6,10
story,18041477810773888,,13402,,0,0,0,,0,18,0
story,18041511773676050,,1612,,1974,0,0,,0,1,0
story,18041536643294314,,1740,,,0,0,,0,0,12
story,18041680304568966,,2416,,,0,0,,0,2,13
story,18041690318455353,,2373,,,0,0,,0,4,10
story,18041760407436646,,1157,,1418,0,0,,0,3,0
story,18041764094324101,,1247,,1763,0,0,,1,3,1
story,18041839196772473,,11041,,14753,3,0,,0,7,3
story,18041848916538858,,4399,,5417,2,0,,0,11,2
story,18042155183529157,,2730,,,1,0,,0,2,28
story,18042158087246091,,1837,,,0,0,,1,0,12
story,18042508649412774,,1535,,2111,3,0,,0,2,3
story,18042554756607464,,1514,,,0,0,,0,1,5
story,18042704312170466,,1470,,,0,0,,0,1,15
story,18042862739323897,,2573,,2986,1,0,,0,1,1
story,18042946292664022,,700,,1179,0,0,,0,0,0
story,18043275476701476,,16038,,24569,11,0,,1,4,12
story,18043452764662233,,11657,,17436,0,0,,13,65,13
story,18043509293773040,,12911,,18050,8,0,,0,8,8
story,18044003645575775,,1568,,,0,0,,0,1,9
story,18044070338729795,,10827,,14300,9,0,,1,14,10
story,18044492996375831,,2149,,,1,0,,1,3,27
story,18044580038203213,,1090,,,0,0,,0,1,11
story,18044658128106222,,2282,,,0,0,,0,1,10
story,18044711459191334,,4895,,,0,0,,3,11,42
story,18044802455702034,,8866,,12116,4,0,,0,19,4
story,18045196514733970,,2033,,2577,1,0,,0,1,60
story,18045340535502508,,8113,,10188,2,0,,1,11,3
story,18045370232348107,,2880,,,0,0,,1,1,11
story,18045457898686919,,16489,,20240,1,0,,0,3,1
story,18045548447526065,,3245,,,0,0,,0,11,9
story,18045704573372051,,1933,,2389,0,1,,0,5,0
story,18045944279449871,,2019,,,0,0,,0,3,11
story,18045953963348498,,2896,,3703,0,0,,0,2,0
story,18046005851424791,,1927,,,0,1,,0,8,9
story,18046134674347925,,1612,,2020,0,0,,0,1,0
story,18046413392466500,,11397,,13142,0,0,,0,19,0
story,18046506437397573,,1946,,,0,0,,0,1,8
story,18046574054592717,,1862,,,0,0,,0,3,14
story,18046803578460361,,15383,,19142,5,0,,1,29,6
story,18046854134524673,,2839,,,0,1,,0,4,13
story,18046858058670843,,2635,,3220,0,0,,0,2,0
story,18046940747709030,,2196,,2895,1,0,,0,1,1
story,18047076938522665,,2484,,,0,0,,0,5,5
story,18047145029167179,,1582,,,0,0,,1,5,21
story,18047190839507699,,3221,,3811,0,0,,1,10,1
story,18047212064203619,,3690,,,2,0,,0,2,23
story,18047577788333765,,2350,,2705,0,0,,1,3,1
story,18047588507167303,,1398,,,0,0,,1,0,10
story,18047834405558316,,1464,,1992,0,0,,0,4,0
story,18048023579274099,,2888,,3250,1,0,,0,11,1
story,18048113378355238,,995,,,0,0,,0,0,5
story,18048300956635244,,1063,,1255,0,0,,0,7,0
story,18048672905710475,,6584,,7551,0,0,,0,10,0
story,18048865679016467,,4754,,,0,0,,1,5,22
story,18048867554431383,,1288,,1390,0,0,,0,0,0
story,18049074812340064,,2184,,,0,0,,0,5,10
story,18049237712549681,,355,,0,0,0,,0,1,0
story,18049240850416469,,12369,,16999,7,0,,2,5,9
story,18049425272268407,,4275,,5197,0,1,,0,18,0
story,18049483409293829,,4251,,5247,0,0,,1,14,1
story,18049641407427876,,15531,,18041,2,0,,0,5,2
story,18049656980406900,,1981,,1947,0,0,,0,4,0
story,18049799669427819,,11885,,15089,16,0,,0,5,16
story,18049910009700550,,11319,,13242,1,0,,0,4,1
story,18049910786394584,,21607,,25474,11,0,,3,28,14
story,18049952411418500,,7637,,9609,8,0,,0,3,8
story,18049991336424294,,12320,,14543,1,0,,0,24,1
story,18049994267532413,,1758,,1961,0,0,,0,0,0
story,18050014259111378,,1177,,,0,0,,1,1,16
story,18050149316055438,,4046,,,1,0,,0,3,19
story,18050166242453533,,20696,,27336,6,0,,6,75,12
story,18050210324358654,,6043,,,0,0,,0,3,7
story,18050222936444167,,2880,,3337,0,0,,0,4,0
story,18050300990475297,,9995,,11713,1,0,,0,10,1
story,18050324876426914,,14310,,17394,1,0,,2,137,3
story,18050419022189807,,779,,,0,0,,0,1,5
story,18050449178391361,,14866,,18541,8,0,,2,11,10
story,18050744384548924,,2322,,2883,2,0,,0,1,2
story,18050814023089198,,1833,,,0,0,,0,0,12
story,18051017882706875,,11344,,14869,1,0,,0,3,1
story,18051076157576564,,3211,,3544,0,0,,0,7,0
story,18051113528162874,,2470,,2694,0,0,,1,0,1
story,18051114545569544,,1900,,2139,0,0,,0,0,0
story,18051157403714949,,7964,,9155,0,0,,0,5,0
story,18051293024039268,,950,,,0,0,,0,1,9
story,18051421892381164,,12750,,15505,3,0,,0,19,3
story,18051440087400805,,2646,,3178,0,0,,0,9,0
story,18051480992523172,,1347,,,0,0,,0,0,21
story,18051509168214749,,1663,,2025,0,0,,0,4,0
story,18051522347379507,,12579,,16244,1,0,,0,3,1
story,18051598931402284,,14292,,15381,1,0,,0,2,1
story,18051776276206366,,2535,,3215,0,0,,0,3,0
story,18051799565360631,,130,,,0,0,,0,0,0
story,18051848237260552,,8119,,,0,0,,0,0,6
story,18051916622021165,,2147,,,17,0,,2,16,30
story,18051921242378281,,11769,,14478,0,0,,0,22,0
story,18052207775221921,,5641,,7217,0,0,,0,4,0
story,18052283657427982,,1702,,1940,0,0,,0,1,0
story,18052302842659895,,1426,,2344,2,0,,0,3,2
story,18052368149401076,,12464,,15535,1,0,,0,14,1
story,18052453895414426,,18653,,23329,4,0,,0,17,4
story,18052455874999272,,2354,,,1,0,,0,5,11
story,18052489064224373,,1408,,1761,0,0,,0,2,0
story,18052519889344330,,6770,,8009,0,0,,0,7,0
story,18052625984287412,,3493,,5059,1,0,,2,1,3
story,18052699775148294,,2038,,2208,0,0,,0,8,0
story,18052819562530931,,595,,672,0,0,,0,1,0
story,18052825964584067,,1908,,,0,1,,0,5,8
story,18052880834419079,,7574,,9073,0,0,,0,4,0
story,18052900637411099,,13019,,17168,14,0,,2,21,16
story,18052932488193354,,1581,,1967,0,0,,0,0,0
story,18053036618529752,,2534,,2725,0,0,,0,5,0
story,18053138957614831,,2288,,2619,0,0,,0,0,0
story,18053192744230827,,1468,,,0,0,,0,2,13
story,18053286707346777,,1096,,,1,0,,0,0,19
story,18053506817687100,,9264,,10701,8,0,,0,2,8
story,18053528786439267,,13676,,16545,3,0,,1,29,4
story,18053591114603302,,2689,,2964,0,0,,1,9,1
story,18053631818454183,,13902,,15440,0,0,,0,4,0
story,18053681738344877,,2757,,,0,0,,1,1,15
story,18053698223450789,,9899,,10839,0,0,,0,3,0
story,18053709950419303,,2255,,2353,0,0,,0,1,0
story,18053784083182372,,2896,,3460,0,0,,0,11,0
story,18053800430248356,,2071,,2984,0,0,,0,7,0
story,18053977871490447,,7952,,11431,28,0,,1,6,29
story,18054182387198566,,1979,,,0,0,,0,3,7
story,18054200930673612,,854,,1062,1,0,,1,0,2
story,18054458450160801,,1436,,,1,0,,0,0,5
story,18054477611140558,,5978,,,0,0,,1,1,8
story,18054502772524146,,4235,,4511,0,0,,0,6,0
story,18054605846126620,,5372,,5989,0,0,,4,20,4
story,18054617732418822,,2082,,2858,1,0,,0,3,1
story,18054705640903741,,1474,,,0,0,,1,4,16
story,18054830941949131,,2121,,,0,0,,1,0,9
story,18054875195519118,,1732,,,0,0,,1,18,15
story,18054890177332464,,2663,,,0,0,,1,2,23
story,18055057943348801,,7586,,,0,0,,4,12,37
story,18055185620334432,,1418,,,0,0,,1,2,25
story,18055308554259976,,3197,,,0,0,,0,0,7
story,18055381019328252,,17914,,21756,4,0,,0,4,4
story,18055425137453571,,11493,,14027,5,0,,0,15,5
story,18055459442416488,,23513,,30358,7,0,,3,61,10
story,18055493993365046,,8419,,10563,5,0,,0,7,5
story,18055522334206603,,1964,,2370,2,0,,0,1,2
story,18055528403225990,,,,,,,,,,
story,18055634141349496,,1559,,1860,0,0,,1,2,1
story,18055699646147302,,1173,,1636,0,0,,1,3,1
story,18055704743412174,,12949,,17134,1,0,,1,8,2
story,18055709245958451,,1673,,,0,0,,0,1,7
story,18055712138129622,,2038,,,0,0,,0,5,19
story,18055763411356343,,13313,,17003,1,0,,0,15,1
story,18055791653367383,,5405,,5801,0,0,,2,37,2
story,18055845446391994,,7790,,9148,0,0,,0,10,0
story,18055858259043720,,4315,,,0,0,,3,8,13
story,18055941464110359,,3474,,3710,0,0,,0,8,0
story,18055968029427817,,6024,,8073,0,0,,0,8,0
story,18055975328372565,,1279,,1400,0,0,,0,0,0
story,18056067314429983,,1333,,1692,0,0,,0,7,0
story,18056234522149425,,2652,,,0,0,,0,1,14
story,18056433932195157,,955,,1203,0,0,,0,1,0
story,18056447624575151,,9013,,13359,0,0,,1,5,1
story,18056460992548337,,2630,,3102,0,0,,0,4,0
story,18056691080650121,,15642,,19203,2,0,,1,7,3
story,18056771287957310,,2531,,,0,0,,0,6,26
story,18056774171408655,,1426,,2206,10,0,,3,16,13
story,18056855650986251,,1134,,,0,0,,0,1,8
story,18057133172187080,,6580,,,1,1,,0,1,25
story,18057154583187852,,2704,,,0,0,,0,0,12
story,18057200063134337,,2210,,,0,0,,0,0,13
story,18057289295387826,,3173,,4250,0,0,,1,32,1
story,18057317147136849,,3008,,,0,0,,0,1,6
story,18057347921401769,,1780,,3174,1,0,,0,4,1
story,18057410123103564,,2693,,,0,0,,1,5,13
story,18057468401424802,,1661,,2055,0,0,,0,1,0
story,18057480674695864,,9952,,12378,3,0,,0,3,3
story,18057599120461726,,10307,,12530,0,0,,0,34,0
story,18057680945078470,,4032,,,0,0,,0,0,6
story,18057696845394385,,9838,,11746,3,0,,0,4,3
story,18057748052608804,,4372,,5153,4,0,,0,5,4
story,18057762392418844,,34913,,46062,13,0,,1,19,14
story,18057769028378063,,4775,,5850,6,0,,0,2,6
story,18057868679443199,,12271,,14064,1,0,,0,22,1
story,18057910295441781,,27935,,37675,1,2,,1,207,222
story,18058154336616159,,1458,,1861,0,0,,1,2,1
story,18058185770018097,,1464,,,0,0,,0,2,17
story,18058195280206915,,3168,,3467,2,0,,0,55,2
