content_source,id,likes,reach,saved,views,shares,follows,comments,replies,profile_visits,total_interactions
story,17894362464289572,,2772,,3422,0,0,,3,4,3
story,17894699358277850,,3560,,4741,0,0,,1,1,1
story,17894726877281177,,2288,,2784,0,0,,0,8,0
story,17894816424210577,,887,,,0,0,,0,2,6
story,17894859249242053,,40343,,46161,13,1,,0,89,13
story,17894881410365924,,1887,,2885,4,0,,0,0,4
story,17895073668284720,,1347,,1616,1,0,,1,2,2
story,17895083208211496,,1280,,,0,0,,0,1,4
story,17895344589177142,,8247,,12547,0,0,,1,4,1
story,17895674244162596,,6516,,7738,0,0,,0,2,0
story,17895957150210803,,1129,,,0,0,,0,2,3
story,17896073001239428,,1271,,1411,0,0,,0,1,0
story,17896142070207298,,1044,,,0,0,,0,0,3
story,17896551285359053,,10001,,11335,0,0,,0,2,0
story,17896573338265782,,467,,683,0,0,,0,2,0
story,17896856664423708,,1682,,2125,1,0,,1,7,2
story,17896894428091022,,2427,,,0,0,,0,5,8
story,17897105595408851,,9571,,11396,0,0,,0,5,0
story,17897141895346344,,19252,,21910,5,0,,3,26,8
story,17897420055074466,,2071,,,1,0,,0,0,12
story,17897479152406930,,1468,,2051,0,0,,1,0,1
story,17897937813071659,,990,,,0,0,,0,0,7
story,17897977680263375,,1444,,1961,5,0,,0,1,5
story,17898117573207105,,1019,,,0,0,,0,0,5
story,17898445839237274,,561,,668,0,0,,0,1,0
story,17898490209245584,,2745,,3043,0,0,,0,0,0
story,17898732240142574,,2001,,2491,0,0,,1,3,1
story,17898752007203447,,11783,,14185,8,0,,0,25,8
story,17899107435200369,,10595,,13208,3,0,,0,18,3
story,17899473951346575,,11203,,13462,0,0,,0,14,0
story,17899943943401675,,8175,,9436,1,0,,0,5,1
story,17900099313241862,,1670,,0,0,0,,3,5,3
story,17900129211160507,,2291,,,2,0,,0,1,13
story,17900193327182792,,10621,,13558,0,0,,0,14,0
story,17900254908385495,,13024,,15608,0,0,,0,12,0
story,17900468628241420,,6152,,6960,0,0,,0,1,0
story,17900866068349537,,17923,,21720,6,0,,2,5,8
story,17900988903342309,,21700,,27258,4,0,,0,8,4
story,17901019518202847,,8360,,10518,2,0,,0,22,2
story,17901068394205279,,10201,,12665,3,0,,1,3,4
story,17901081855390132,,15279,,18205,3,0,,0,33,3
story,17901102405199294,,1049,,1255,1,0,,0,0,1
story,17901183972067176,,1051,,,1,0,,0,1,12
story,17901322866159109,,1485,,,0,0,,0,1,10
story,17901343437138902,,2507,,,0,0,,0,10,14
story,17901437964170080,,5898,,,0,0,,1,9,27
story,17901548856223587,,4090,,5506,3,0,,0,2,3
story,17901783573276048,,476,,562,0,0,,0,0,0
story,17901880284403378,,4480,,5347,2,0,,0,4,2
story,17901883584057644,,1200,,,0,0,,0,1,13
story,17901921678334118,,0,,985,0,,,0,0,
story,17902020405213896,,998,,1112,0,0,,2,2,2
story,17902173717181942,,16097,,19586,2,0,,1,16,3
story,17902311036333960,,11325,,13247,0,0,,0,17,0
story,17902388697316213,,21577,,24396,4,1,,0,29,4
story,17902931313313074,,8275,,10171,0,0,,2,6,2
story,17903192328366181,,14136,,16469,6,0,,0,10,6
story,17903250708316468,,16941,,20205,2,0,,0,10,2
story,17903553987116987,,2807,,,0,0,,1,3,21
story,17903564721384222,,837,,0,0,0,,0,3,0
story,17903626479223381,,11904,,14542,4,0,,2,12,6
story,17903643456163730,,7652,,9709,3,0,,0,3,3
story,17903837523336031,,16194,,20344,9,1,,6,74,15
story,17903878692223983,,13898,,17037,4,2,,0,22,4
story,17904322509102001,,1036,,,0,0,,0,1,5
story,17904373803155087,,5421,,,0,0,,0,1,11
story,17904518178222243,,8839,,10472,0,0,,0,9,0
story,17905636599198090,,15437,,16884,4,0,,3,2,7
story,17905673976293383,,12245,,15230,0,0,,1,5,1
story,17905745871195360,,5673,,6157,0,0,,0,20,0
story,17905776579206685,,3827,,4506,0,0,,0,3,0
story,17905798242081480,,2187,,,0,0,,1,14,15
story,17905806588071629,,6084,,7207,0,0,,4,54,4
story,17905880124352587,,14477,,15714,7,0,,1,4,8
story,17906008422050705,,828,,,0,0,,0,1,7
story,17906060376055568,,3386,,,0,0,,0,7,27
story,17906186907178341,,1415,,1515,0,0,,0,3,0
story,17906238315027344,,1510,,,0,0,,0,4,12
story,17906277927146640,,10195,,12084,2,0,,2,4,4
story,17906405832251390,,1725,,2128,0,0,,0,0,0
story,17906481675212146,,3636,,4742,0,0,,2,6,2
story,17906492181380998,,43167,,50364,8,13,,6,147,252
story,17906526918368992,,9849,,11896,0,0,,1,17,1
story,17906631090173793,,3214,,,1,1,,1,3,29
story,17906717889357486,,1256,,1606,0,0,,0,1,0
story,17906775168250608,,1770,,2281,0,0,,0,3,0
story,17906792460251729,,749,,953,1,0,,0,0,1
story,17906793165099724,,1718,,,0,0,,0,2,11
story,17907519324273888,,10231,,11919,2,0,,3,4,5
story,17907673902219268,,10560,,16020,21,0,,5,69,26
story,17907773205276072,,5635,,6799,0,0,,0,25,0
story,17907873537036260,,1305,,,0,0,,0,0,9
story,17907967194211581,,3272,,3852,0,0,,0,5,0
story,17908120548359878,,1345,,1614,0,0,,0,1,0
story,17908198329084453,,1857,,2011,0,0,,0,0,0
story,17908432980339015,,12402,,13679,0,0,,1,7,1
story,17908451331191216,,8010,,10152,20,0,,1,9,21
story,17909068086329366,,13726,,15093,1,0,,0,9,1
story,17909080239206357,,3612,,3810,0,0,,0,7,0
story,17909341125277714,,7788,,9990,0,0,,1,8,1
story,17909367105012330,,1550,,,0,0,,0,0,7
story,17909550039138941,,4443,,,0,0,,0,10,20
story,17909607597237232,,918,,1174,0,0,,1,1,1
story,17909649873127646,,17457,,23921,3,0,,3,20,6
story,17909753409335413,,10227,,12162,1,0,,0,3,1
story,17909922591124830,,18434,,21882,26,0,,1,10,27
story,17910084441290479,,2408,,3097,1,0,,2,6,3
story,17910240918329373,,15247,,19009,8,0,,0,38,8
story,17910385443342231,,15926,,19082,1,1,,0,5,1
story,17910453756099567,,5536,,,0,0,,1,1,16
story,17910457446124443,,19140,,24501,2,1,,0,20,2
story,17910500556017580,,11461,,,0,0,,0,11,14
story,17910961158038754,,1271,,,1,0,,0,1,9
story,17911165434176558,,2177,,2340,0,0,,0,2,0
story,17911567497273228,,11946,,15949,10,0,,0,10,10
story,17911639743174684,,5153,,5454,0,0,,0,6,0
story,17911809291256336,,18378,,21896,3,0,,3,6,6
story,17912021223124015,,1175,,,0,0,,0,1,8
story,17912234952278615,,32363,,39191,9,2,,1,88,10
story,17912316000141266,,5983,,6480,1,0,,1,121,2
story,17912398155134220,,2268,,,0,0,,0,4,12
story,17912577345173883,,3678,,4308,0,0,,0,3,0
story,17912618958346551,,529,,610,0,0,,0,3,0
story,17912993235196746,,11744,,16699,0,0,,0,6,0
story,17913372060099476,,1902,,,0,0,,0,0,7
story,17913384186288082,,928,,1817,3,0,,0,1,3
story,17913449112314658,,5860,,8756,7,1,,2,46,9
story,17913661212050793,,2522,,3357,0,0,,1,6,1
story,17913822498090063,,1274,,,0,0,,0,0,10
story,17913858186285207,,21643,,28643,10,0,,1,13,11
story,17914122984253638,,3010,,3448,0,0,,0,7,0
story,17914139550146094,,11643,,14370,2,0,,2,15,4
story,17914511490142618,,11110,,13219,19,1,,0,9,19
story,17915186766237536,,8039,,10027,0,0,,2,6,2
story,17915190339292767,,9233,,13272,3,0,,0,10,3
story,17915287767296897,,4764,,6639,2,0,,0,11,2
story,17915640321230184,,30646,,39308,5,0,,1,14,6
story,17915674827329048,,11867,,14380,1,1,,0,11,1
story,17915930325098968,,2784,,,0,0,,1,2,21
story,17916239121094095,,4436,,5872,6,0,,0,7,6
story,17916381822291610,,913,,1060,0,0,,0,1,0
story,17916431046084824,,1565,,,1,0,,0,1,13
story,17916713340094094,,8732,,10009,0,0,,0,2,0
story,17916720657236916,,17876,,20229,0,0,,0,8,0
story,17916803277315825,,1953,,2372,0,0,,0,5,0
story,17917155177211679,,3370,,3938,0,0,,0,3,0
story,17917244004122360,,3324,,4645,2,0,,0,6,2
story,17917348617089988,,2950,,,0,0,,0,1,7
story,17917386138237289,,15537,,18810,6,0,,0,3,6
story,17917779957268288,,7013,,8422,3,0,,0,4,3
story,17918184981289641,,10808,,12693,6,1,,0,7,6
story,17918230716054002,,1617,,2077,0,0,,1,1,1
story,17918306301208308,,6174,,8028,0,0,,0,4,0
story,17918645550305379,,7949,,9987,1,0,,0,4,1
story,17918769705098083,,888,,,0,0,,0,0,4
story,17918778078049020,,1105,,1283,0,0,,0,0,0
story,17918805990104129,,1565,,1750,1,0,,0,3,1
story,17919163623205812,,14552,,20135,5,0,,1,6,6
story,17919254319125231,,5578,,6487,0,0,,0,0,0
story,17919352440090269,,9248,,11671,3,0,,0,4,3
story,17919356049122164,,1892,,2273,1,0,,0,12,34
story,17919621954303285,,8948,,10739,0,0,,0,21,0
story,17919655863077911,,3072,,,0,0,,0,0,11
story,17919747963294506,,12855,,15707,15,0,,0,3,15
story,17920118969962202,,2584,,,1,0,,0,1,13
story,17920288731209346,,4704,,5886,0,0,,0,1,0
story,17920367913117432,,1595,,1834,0,0,,1,3,1
story,17920509888101994,,8222,,10128,0,0,,0,10,0
story,17920514487157722,,1815,,2166,0,0,,0,5,0
story,17920761198206575,,17941,,20603,6,0,,3,22,9
story,17920809654274197,,7528,,8939,1,0,,0,6,1
story,17921023401080615,,746,,924,0,0,,0,0,0
story,17921253144210051,,2623,,3192,1,0,,0,7,1
story,17921280723235187,,699,,829,0,0,,0,0,0
story,17921325078197137,,3350,,4206,0,0,,0,1,0
story,17921660592083381,,7850,,10156,2,0,,1,6,3
story,17922004305255802,,2552,,3394,1,0,,1,4,2
story,17922593109054165,,15011,,18738,10,0,,1,5,11
story,17922690849072637,,2904,,,0,0,,0,0,13
story,17922753558064634,,764,,,0,0,,0,5,5
story,17923505274114423,,1466,,1827,0,0,,0,1,0
story,17923632240067364,,627,,816,0,0,,1,0,1
story,17923632285195205,,28814,,32470,0,1,,0,46,0
story,17924150916232498,,8900,,10370,4,0,,0,3,4
story,17924254635227246,,10170,,11497,0,0,,0,4,0
story,17924337252188124,,13307,,15084,1,0,,0,22,1
story,17924581884127910,,4017,,4982,0,0,,0,3,0
story,17924617287076849,,1292,,1547,0,0,,0,4,0
story,17924884620178519,,9673,,14239,4,0,,0,1,4
story,17924935176084525,,15401,,18407,0,2,,0,53,0
story,17925703902137312,,512,,640,0,0,,0,0,0
story,17925974937254768,,7407,,8683,6,0,,1,10,7
story,17926234773058307,,1357,,,0,0,,0,0,13
story,17926343730028503,,1522,,,0,0,,0,1,15
story,17926500735241687,,12774,,15490,4,0,,1,7,5
story,17926641081039848,,18548,,24774,14,0,,1,20,15
story,17926676517021479,,1953,,,2,0,,2,4,11
story,17926692204251777,,1384,,1758,0,0,,0,1,0
story,17926722141193555,,16078,,18352,0,0,,0,6,0
story,17926725251963104,,1090,,1194,0,0,,0,1,0
story,17927236146160264,,4340,,5921,1,0,,1,18,2
story,17927289386985109,,1117,,1229,0,0,,0,4,0
story,17927367144043496,,7644,,,0,0,,1,3,15
story,17927522328020967,,2041,,,3,0,,0,8,13
story,17927552997226847,,1247,,1469,0,0,,0,0,0
story,17928041598092458,,3136,,3429,0,0,,1,4,1
story,17928061008248757,,11507,,14480,3,1,,1,18,4
story,17928285444179514,,3602,,4602,2,0,,0,2,2
story,17928658566248512,,40817,,49894,16,0,,3,118,453
story,17928833210998451,,9440,,11502,0,0,,0,1,0
story,17928842520074815,,385,,537,0,0,,0,0,0
story,17928927747150338,,2225,,2935,0,0,,0,5,0
story,17928964131170835,,15795,,20137,6,0,,3,10,9
story,17929025640223756,,13689,,17763,8,0,,0,15,8
story,17929603920153149,,3696,,4508,4,0,,2,5,6
story,17929865322026452,,1519,,,0,0,,0,1,13
story,17930215275148838,,10741,,12332,0,0,,3,3,3
story,17930222694114136,,2457,,3141,0,0,,0,1,0
story,17930450244101189,,3678,,4466,0,0,,0,4,0
story,17930617689226438,,5565,,6479,0,0,,0,0,0
story,17930672637206759,,6833,,8261,3,0,,1,8,4
story,17931452304019685,,2670,,,0,0,,0,0,26
story,17931493119212496,,12280,,15960,1,0,,2,5,3
story,17931729453052885,,8648,,10292,3,0,,0,5,3
story,17931774630013998,,6713,,7826,1,0,,1,0,2
story,17931935934213652,,834,,1070,0,0,,0,0,0
story,17932014930001953,,1262,,,0,0,,0,0,7
story,17932314879080340,,7948,,8926,0,0,,0,2,0
story,17932409141922162,,9464,,,0,0,,3,9,56
story,17932517708897459,,1058,,,0,0,,1,1,16
story,17932554300036521,,5781,,6884,0,0,,0,1,0
story,17932604985079192,,2416,,2582,0,0,,1,2,1
story,17932797743998452,,38438,,46656,8,1,,3,111,11
story,17932961532111754,,22500,,25461,7,1,,0,26,7
story,17933062922996552,,3040,,3964,0,0,,0,18,0
story,17933155403998328,,12733,,15480,2,0,,0,4,2
story,17933160788964921,,1758,,2478,0,0,,0,3,0
story,17933283576159834,,9213,,11137,12,0,,1,3,13
story,17933331138039805,,4775,,6038,0,0,,0,6,0
story,17933821125064180,,1090,,1196,0,0,,0,3,0
story,17933881542178718,,13144,,15644,0,1,,0,25,0
story,17934001230140864,,4385,,5517,3,0,,0,1,3
story,17934011412185039,,1446,,1914,0,0,,0,3,0
story,17934041457111630,,13155,,15466,0,1,,0,27,0
story,17934112749168315,,5293,,6244,0,0,,0,5,0
story,17934127182211525,,3515,,4161,2,0,,0,2,2
story,17934397914076829,,2438,,3159,0,0,,1,3,1
story,17934455025000622,,16143,,18875,2,0,,3,44,5
story,17934489006192487,,213,,257,0,0,,0,0,0
story,17934527628109775,,17846,,19845,1,1,,3,6,4
story,17934813102152057,,9751,,10699,0,0,,0,14,0
story,17934872100173404,,3289,,4124,0,0,,0,1,0
story,17935199928005362,,1580,,,0,0,,0,7,9
story,17935511682158724,,3083,,3782,1,0,,0,2,1
story,17935612518099214,,1209,,1544,0,0,,0,1,0
story,17935673496191027,,19024,,28329,21,0,,4,7,25
story,17935704687017732,,13828,,18428,4,0,,1,9,5
story,17936048886067922,,1193,,1426,0,0,,0,0,0
story,17936092979918807,,3583,,3897,0,0,,0,17,0
story,17936525604034601,,18578,,23984,17,0,,1,39,18
story,17937281042983660,,11607,,13803,0,0,,1,18,1
story,17937405339021780,,9511,,11723,3,0,,1,4,4
story,17937425967035992,,8651,,10853,5,0,,2,4,7
story,17937638421066226,,2652,,3434,0,0,,0,7,0
story,17937962001100225,,7729,,8976,0,0,,0,11,0
story,17938155636129065,,669,,820,0,0,,2,1,2
story,17938195607984524,,21626,,27202,4,0,,0,11,4
story,17938222080052700,,4891,,6373,0,0,,1,3,1
story,17938429536084708,,6280,,7970,0,0,,0,0,0
story,17938547496061111,,2984,,3795,0,0,,2,7,2
story,17938754306888053,,3435,,,0,0,,0,2,11
story,17938774728110618,,2965,,3420,0,0,,0,6,0
story,17939036262014518,,12431,,15146,1,0,,0,13,1
story,17939200491008202,,567,,,0,0,,0,0,8
story,17939516271062790,,3126,,3921,0,0,,1,4,1
story,17939580905887918,,964,,,0,0,,0,0,8
story,17939727396148097,,2933,,4270,0,0,,0,6,0
story,17939787675099716,,7866,,9938,1,0,,0,5,1
story,17939910948025406,,,,,,,,,,
story,17939970537058001,,3006,,3669,0,0,,0,2,0
story,17940000206997565,,7971,,9399,2,0,,0,4,2
story,17940360600042237,,2161,,2290,0,0,,0,3,0
story,17940596364129954,,14511,,18096,1,0,,0,14,1
story,17940699944887979,,1299,,,0,0,,0,2,4
story,17940853539139677,,11680,,13716,0,0,,0,16,0
story,17941238939985228,,11308,,14243,6,0,,0,10,6
story,17941328126882465,,2450,,,0,0,,0,6,15
story,17941782852160667,,4010,,5345,3,0,,0,1,3
story,17942223356851517,,1532,,,0,0,,0,5,3
story,17942287083109911,,8314,,10321,2,0,,0,11,2
story,17942374476086731,,3556,,4672,3,0,,0,4,3
story,17942542016981897,,9200,,11669,27,1,,2,26,29
story,17942852433005778,,11603,,13393,0,0,,0,20,0
story,17942925105040548,,6833,,8183,0,0,,0,31,0
story,17943174347982499,,9395,,11356,0,0,,0,3,0
story,17943196674006033,,4980,,6857,5,0,,4,12,9
story,17943204852060194,,1227,,1636,0,0,,0,1,0
story,17943469182132667,,53860,,72262,2,5,,2,385,350
story,17944021478877618,,1474,,1582,0,0,,0,4,0
story,17944487958096957,,3893,,5047,1,0,,0,13,1
story,17944660781979462,,2213,,3080,4,0,,0,2,4
story,17944947147013092,,2501,,2966,0,0,,0,2,0
story,17945154522137311,,4748,,5547,1,0,,0,10,1
story,17945618523068166,,7066,,9261,0,0,,5,0,5
story,17945623545077426,,3466,,4333,0,0,,1,2,1
story,17945847504130975,,7956,,10053,4,0,,0,9,4
story,17945904138128114,,11882,,14166,3,0,,0,6,3
story,17946849695892123,,3056,,3399,0,0,,0,14,0
story,17947013201960756,,11663,,13933,0,0,,1,10,1
story,17947424361109494,,8568,,9664,0,1,,0,22,0
story,17947653959859804,,4419,,4626,0,2,,0,16,0
story,17947774227023963,,2199,,3717,2,0,,0,1,2
story,17948284398059803,,13570,,16210,2,0,,1,8,3
story,17948387103112834,,9788,,12967,13,0,,0,0,13
story,17948498829005114,,5830,,6782,2,0,,1,1,3
story,17948740533087490,,8131,,10012,3,0,,1,4,4
story,17948772110935737,,1243,,1487,0,0,,0,2,0
story,17949116252934963,,17270,,19581,0,0,,2,11,2
story,17949253940953738,,7410,,,0,0,,3,2,25
story,17949592635109617,,406,,473,0,0,,0,3,0
story,17949951143925107,,2552,,3178,1,0,,0,2,1
story,17950031325107391,,6108,,7659,3,0,,0,4,3
story,17950194887808445,,2504,,,1,0,,1,4,8
story,17950211471961650,,9853,,11147,2,0,,2,9,4
story,17950268382101034,,18117,,22040,0,1,,1,55,1
story,17950275050917269,,9500,,12600,1,2,,6,31,7
story,17950564496833415,,3279,,,0,0,,0,2,12
story,17950752281990279,,2288,,,0,0,,0,1,0
story,17951144741958465,,2637,,,0,0,,0,2,26
story,17951211411091139,,8630,,10000,7,0,,0,3,7
story,17951256887971328,,12159,,0,2,0,,0,4,2
story,17951613732114449,,2090,,3259,6,0,,1,3,7
story,17951770869027271,,8553,,9881,1,0,,0,3,1
story,17951775291111678,,7258,,8698,2,0,,1,3,3
story,17951846960917362,,12510,,14631,3,0,,0,3,3
story,17952500535114078,,39870,,48184,5,1,,12,200,428
story,17952788531938507,,1751,,2177,2,0,,10,11,12
story,17953090686007229,,1617,,2325,1,0,,0,1,1
story,17953448411969096,,1450,,1543,0,0,,0,5,0
story,17953461888086812,,3174,,3934,0,0,,0,6,0
story,17953480547920264,,18715,,23546,6,0,,2,9,8
story,17953498005083403,,6974,,8385,13,0,,1,10,14
story,17953559168934201,,9048,,10713,0,0,,0,15,0
story,17953794522075735,,15234,,18578,6,0,,1,6,7
story,17953897919918619,,6612,,7902,0,0,,1,18,1
story,17954164383028937,,13991,,16429,3,1,,0,36,3
story,17954297075862515,,4674,,5568,2,0,,0,9,2
story,17954381744989900,,3072,,3665,0,0,,0,5,0
story,17954483973054786,,3032,,3850,1,0,,1,2,2
story,17954504129972251,,1721,,1931,0,0,,0,1,0
story,17954592750042393,,3168,,3975,1,0,,0,0,1
story,17954925951081736,,9411,,10880,2,0,,0,6,2
story,17955479300932322,,1364,,1809,1,0,,0,0,1
story,17955479499004720,,1599,,1906,0,0,,0,1,0
story,17955685418985751,,5746,,6101,0,0,,0,15,0
story,17955731480915936,,15697,,18654,11,0,,5,17,16
story,17956067943078863,,11692,,0,1,0,,0,1,1
story,17956092387020592,,13950,,16251,2,1,,1,2,3
story,17956173063052199,,14446,,16426,4,0,,1,17,5
story,17956216950023145,,23736,,25760,0,0,,1,28,1
story,17956368686967956,,2118,,2401,0,0,,1,1,1
story,17956693956041231,,46442,,53532,2,0,,0,49,2
story,17957590863082014,,1417,,1645,0,0,,0,2,0
story,17957593499987421,,1167,,1270,0,0,,0,1,0
story,17957627445076399,,9601,,10779,0,0,,0,4,0
story,17957689071089142,,16493,,19619,3,2,,1,61,4
story,17957990943081492,,28713,,33437,4,0,,0,43,172
story,17957992022918905,,521,,752,0,0,,0,1,0
story,17958019989010986,,9890,,12038,0,0,,0,15,0
story,17958080250063941,,5961,,9081,13,0,,0,4,13
story,17958120213011028,,24973,,31100,6,0,,1,51,7
story,17958190406914822,,11985,,14320,0,0,,2,15,2
story,17958207405074750,,2199,,2542,1,0,,0,2,1
story,17958223955990297,,4227,,5165,0,1,,0,5,0
story,17958411741058472,,3171,,5221,6,0,,3,144,9
story,17958451950003468,,7574,,10350,0,0,,0,8,0
story,17958525629877554,,3690,,5177,0,0,,0,2,0
story,17958542816902658,,17960,,22726,6,0,,1,27,7
story,17959091756995378,,4382,,5350,0,0,,1,12,1
story,17959144262909032,,1586,,,0,0,,0,1,14
story,17959146986938676,,783,,,0,0,,0,0,8
story,17959484970010045,,16027,,18904,2,1,,0,15,2
story,17959542983889201,,24055,,31709,4,0,,2,17,6
story,17960121714022182,,11179,,13020,2,0,,2,2,4
story,17960380028897549,,15347,,18654,0,0,,1,70,1
story,17960476727869021,,1917,,,0,0,,0,1,13
story,17960550308841512,,638,,795,0,0,,1,2,1
story,17960780414901509,,13058,,16667,4,0,,1,8,5
story,17960908316875369,,3376,,,0,0,,1,3,15
story,17961019529868228,,3131,,4254,0,0,,0,3,0
story,17961700718898584,,11160,,12679,1,0,,0,5,1
story,17961932612872077,,10815,,12881,3,0,,0,6,3
story,17961966873060441,,5067,,5801,7,0,,0,2,7
story,17962145748059688,,9270,,10934,0,0,,1,9,1
story,17962171463901128,,6224,,7204,0,0,,1,8,1
story,17962305821885361,,1229,,,0,0,,0,0,5
story,17962583411785662,,2512,,,1,0,,0,3,20
story,17962621470010088,,1057,,1325,0,0,,1,2,1
story,17962716077880057,,5977,,7312,2,0,,0,0,2
story,17963041436888516,,4451,,5462,0,0,,0,5,0
story,17963217543016892,,5882,,7392,0,0,,0,9,0
story,17963495801862202,,18414,,21968,1,0,,4,26,5
story,17964409346891875,,13319,,16485,0,0,,1,7,1
story,17964686987950228,,2030,,2365,0,0,,0,2,0
story,17964767372762653,,2757,,,0,0,,0,0,29
story,17964844340902089,,2113,,2761,2,0,,0,3,2
story,17964920252916138,,1621,,,1,0,,0,0,16
story,17965214252898743,,3776,,,0,0,,0,9,26
story,17965562660930158,,1830,,2114,0,0,,2,11,2
story,17965764276004241,,17967,,22979,5,0,,1,31,6
story,17966056646893528,,2674,,,2,0,,0,3,21
story,17966060328030684,,1582,,2095,0,0,,1,2,1
story,17966135160040433,,12480,,14943,5,0,,0,6,5
story,17966421371989466,,19479,,22200,0,0,,1,6,1
story,17966625392843853,,18566,,23312,4,0,,1,33,5
story,17967065897891001,,1556,,,0,0,,0,0,11
story,17967091646987152,,4443,,6485,2,0,,0,3,2
story,17967944099990997,,506,,633,0,0,,0,1,0
story,17968313021994897,,2730,,3448,1,0,,0,1,1
story,17968380234018789,,37623,,47773,4,6,,3,145,436
story,17968450349947174,,2988,,3994,0,0,,0,15,0
story,17968464509780452,,3815,,4090,1,0,,0,1,1
story,17968874825992709,,9570,,12786,2,0,,4,20,6
story,17968994213793719,,1005,,1277,0,0,,0,0,0
story,17969326304878104,,2871,,3484,0,0,,0,8,60
story,17969730524843599,,22827,,27789,0,0,,1,92,1
story,17969920649825937,,10442,,12022,0,0,,0,1,0
story,17969923829889658,,2152,,,15,0,,0,1,33
story,17970284480885037,,6176,,,0,0,,0,1,16
story,17970445196860476,,1980,,,0,0,,0,0,12
story,17970476345899243,,4551,,,0,1,,0,11,16
story,17971081490838857,,2144,,,0,0,,0,4,11
story,17971511318971952,,17558,,22180,4,0,,0,15,4
story,17972244410768809,,7189,,7522,0,0,,0,17,0
story,17972259380740122,,1258,,,0,0,,0,0,7
story,17972461425004223,,1813,,2244,0,0,,6,13,6
story,17972764634992997,,15853,,19162,1,1,,0,29,1
story,17972775416971862,,11233,,14435,4,0,,0,7,4
story,17972897690855852,,4340,,5390,4,0,,0,13,4
story,17972922500889548,,1749,,,0,0,,0,3,17
story,17973528527762768,,2389,,2567,0,0,,0,3,0
story,17973874346837510,,2101,,,0,0,,0,1,4
story,17973889865960474,,8828,,10641,3,0,,0,24,3
story,17974177253814266,,12135,,14896,4,0,,2,16,6
story,17974343792877920,,3437,,3617,0,0,,0,6,0
story,17976074099840602,,7156,,8281,0,0,,0,0,0
story,17976798920831025,,14654,,19355,3,1,,0,4,3
story,17976939111002847,,10177,,12923,2,0,,0,2,2
story,17976969656987137,,4341,,5221,5,0,,0,5,5
story,17977291511809039,,1412,,1753,1,0,,0,1,1
story,17977316603971038,,9511,,12861,3,0,,0,6,3
story,17977320743798969,,1035,,1224,2,0,,0,1,2
story,17977456193825972,,14865,,20162,5,0,,0,5,5
story,17977601225791474,,4620,,5606,0,0,,0,3,0
story,17977883111948614,,2807,,3915,2,0,,0,4,2
story,17977980764731803,,7619,,8261,1,0,,0,14,1
story,17978957159945790,,11799,,13790,3,0,,2,4,5
story,17979011711806814,,9255,,12021,4,0,,2,1,6
story,17979297179950726,,20139,,24768,1,1,,8,15,9
story,17979528911816928,,2190,,,0,1,,1,2,15
story,17979546203977076,,3054,,3504,0,0,,0,3,0
story,17979556325825630,,6508,,7712,7,0,,1,1,8
story,17979573794852299,,2896,,3150,0,0,,0,1,0
story,17979588629936813,,15294,,17683,0,0,,0,32,0
story,17979607586937889,,11269,,12905,0,0,,1,18,1
story,17979644993763803,,1309,,1512,0,0,,0,1,0
story,17980008824763811,,6512,,9069,2,0,,0,6,2
story,17980027667755963,,1192,,1555,1,0,,2,0,3
story,17980441577726423,,3359,,3503,2,0,,1,1,3
story,17980995959947286,,16142,,18784,3,0,,0,12,3
story,17981013140889809,,1393,,1774,0,0,,0,7,0
story,17981107538969971,,5283,,6222,1,0,,0,4,1
story,17981465591731030,,2453,,3212,0,0,,1,6,1
story,17981519615910691,,2651,,3033,0,0,,0,6,0
story,17981676659994741,,6199,,7093,0,0,,1,5,1
story,17981743775876833,,2580,,2911,0,0,,0,3,0
story,17981744999969698,,7441,,8479,0,0,,1,17,1
story,17982095447992034,,11274,,13152,1,0,,2,23,3
story,17982598151693260,,3618,,,0,0,,0,6,6
story,17982774110928407,,5025,,7186,3,1,,7,7,10
story,17982805493968852,,1392,,1700,1,0,,0,3,1
story,17982818687797006,,14427,,18092,10,0,,3,19,13
story,17982959633806152,,8791,,9840,0,1,,0,15,0
story,17983074308972402,,11339,,14063,1,0,,0,3,1
story,17983625681890316,,1765,,2072,0,0,,0,3,0
story,17983969577956492,,6222,,7982,5,0,,0,1,5
story,17984161988778943,,12158,,14949,0,1,,0,12,0
story,17984229620830397,,6871,,7469,0,0,,0,25,0
story,17984589098822517,,2886,,,1,0,,5,7,29
story,17984702612959071,,8256,,9125,2,0,,0,8,2
story,17985158006699653,,4626,,5219,0,0,,4,61,4
story,17985954362728462,,939,,1105,0,0,,0,0,0
story,17986155254674311,,2060,,,0,0,,0,1,17
story,17986253945723234,,2627,,3208,0,0,,1,5,1
story,17986354028811239,,2768,,,0,0,,1,4,10
story,17986740392702507,,1362,,1585,0,0,,0,4,0
story,17987028893877697,,6088,,7595,0,0,,0,5,0
story,17987045039810289,,2213,,,0,0,,0,1,7
story,17987145191869944,,18155,,20974,6,0,,0,18,6
story,17987478704946526,,55216,,65495,1,1,,6,157,7
story,17987569499930105,,12797,,15515,8,0,,0,7,8
story,17987639588683969,,13069,,14209,28,1,,2,117,30
story,17987860940954455,,4287,,4899,0,0,,0,9,0
story,17988005420873585,,2130,,2501,0,0,,0,4,0
story,17988016058750781,,15196,,17588,8,1,,0,14,8
story,17988172682877245,,2130,,2534,0,0,,0,1,0
story,17988228719768904,,2997,,4198,2,0,,0,2,2
